rank,address,amount
168,0x5fa237038cffeb7211ae05a8d89d86cae02479d6d2260c7dd9de87a173f6e6b3,106050000000
169,0x9d54f711d881ef916d6f96878ef078e9886ffb93e03d53d9be0f127f0fb89a7e,106050000000
170,0x1a1b5b860c284c606cf4a131d1dac75e510ccc390239964481484e18c6c026d3,106050000000
171,0xe87d01b398c73171a15e7c5a520f641bd42470784896b060767f1bd6228d8769,106050000000
172,0xcebca3160af4f58f229350d59d25d51678b400c05691ce70f58c64f1a2bc4bfe,105630000000
173,0x7c445a24e84a07ed11481648c62b7ff15544f1851bf6861146ba989de0318131,105042000000
174,0x93dffeca2a06b900394aea0767bedab255287f9c506881a6be7056b79d6c545d,105000000000
175,0x8e6b8469a2dcad1817b5c0232a93f0b2fc37ea608829b023cc1ae314dea5312a,105000000000
176,0xd67d84aa1063cdce4dcbd408ac0d02eb4b0e459324d753fb755f5e3fdc6e7521,105000000000
177,0xc0fd1437e10196b6a6130fd6f5ee6f1c80015f4d92759830036240d7ab1aeb7b,105000000000
178,0xd6748827ac4655e919e59006bcd210a943089f1c1026ee334efe84cac7ae2877,105000000000
179,0x119e090f95e7aee230a09ac2224c74c37c333193f625e334aa1fd10df54a46ee,105000000000
180,0x892a0f290d1fcfd47f93f077fd4129a5f92382835ea06304bb9a07f5e4407bd9,105000000000
181,0xa4811a74c16ec12d4746a2cf0e76262bffcf4a43f71550c694d6fc306848239a,104160000000
182,0x54155fbf3b009c4e857df0d2b835310e2e46cc29a1f5d1274a348d426aa6b36e,103950000000
183,0x140bd78c5fda642dbc034017d92afd250673747c5b20ebd5dc4b8c9a588873d5,103950000000
184,0xdf25e14150db591096f24624260fe2f27774cad81b395b9bce1a87fb6f3880ff,102910500000
185,0xa2ee5adce97162c326f1067be5aa90520e6b85ec296f0a334177ec451cb6466b,102900000000
186,0xa9c0cd96427dc505ee1ac5c86447b055e55c364ac03b5062195d5206e229ea4e,102375000000
187,0xdc57cd523d6c339662ed51c56eedbc2489198480927243536a819eac6be56c69,101913000000
188,0x1cd1e063eb981ecb4532725be707173666225e102d933aa04e80b714aef4033b,101850000000
189,0xd2e0d8debb73a68c59a4052aff1a0d3baccc6a7d6ed8bd57457a3438fac637da,100695000000
190,0xa67d5bfddaaa25257e625d16c2303b79e49b12a235c18506a7435202feb547b3,100072636125
191,0xe91fa06b0992fd723d75fe3f3d908c14dab8f6a1803c32992dd427a26c5e6bcb,100000000000
192,0xb9e14c958f7024758de81156bfeca036d46d59a389e1ea21ef381e8ffc6b6c66,100000000000
193,0x20a8603d2bb44c19a51e1b871f105cedeae1095b38d08cd9fbd30da490e90d20,99750000000
194,0xd37e4685ad32eb1e0fc4ca4cb5cd464eaf8b4a1e960812f24c7fd6f337db3aa9,99540000000
195,0xb7971c9477911e049c9bb80b5317905b62f5e6a0ca9236829986d6641fa8f3ef,96915000000
196,0x556ecf6e9a3e8d1db233f56bea1bb40f6ba47da2b31fb948037c10c5fca8b7a9,96385537500
197,0x50a700b063fd031c264f50b65e5b3ba5883fb2b2664a2f2d2c0acbaf904c22d8,94500000000
198,0xff087343fb5a51a88f96dbb942c7f5f81d090281d3bc2d78757ef7b8bb10c2e8,93996000000
199,0x000a3b74aaacc416d5fd3cc4146e6ce90be189503f07e52aab7ba6d14481866b,93450000000
200,0x6b034e5a5f39704d8d71b93823511c4a91b882be297576706af81c0584d3b6b5,92400000000
201,0xb62a2339cbcb4aa6aef7f28bdc93f581ae0a9d0c66641332333bf4b1a02e4968,90489000000
202,0xe41ca378714f9c650b98381969169362710a76d3ad85c15bfdcf4560548a1b01,89880000000
203,0x0ba710781ef7743040984cf7f8b0e998e571eaa136ab5e3b8a421fa53f193d0f,87150000000
204,0x52b40e687b35f3686e272017b60f0703f11cd3c961363c79a5daff98f2b4ddc9,87150000000
205,0xaaf905d2d774ab04f380c290d3bc4fc3e840b2c6d5fd84a90c416fdba8bdfbd9,86320500000
206,0x91ade32575b64536a5cf2a4e957819930bd86690958a5419a55287fabe768156,86100000000
207,0x57e8cafef3b027df036b8f2808ec619edd5545a1bb191a28309bfafe57740e2b,84997500000
208,0x9499471e4f4504299c4f33989687adae1fd2fedd51185c00e1b5ee1a2e5cabcb,84573533100
209,0xd80f514db35a821e54ec709dae93733c926f937f02108f0200e5e4d7183e26d6,84115500000
210,0x8334ab77f0782ece04cc310d353c8b02d0fbd8c21e4e5b1e40009846f327926a,83317500000
211,0x314260aa1a704524a6aba5c0280dc5b109f67dae392638c6eb1c69cfd6511b20,81952500000
212,0xf4d481ada218999b947d75f65550a0741f05df26d9adf45f61ed678d11e2a189,81900000000
213,0xd64326be4c5e3c3287bb7645f4653a03eee58662961896ee780d9ac6d5b367ef,81795000000
214,0x84c0c93df73e198760dbdfee5d2a991338d641ed59aa4755b38a9bf50fd86a1b,81690000000
215,0x626d1b601bc23ec343b77788af88c2cb85f9f0fd060adbf122008d40cf485416,80955000000
216,0xe4ecd5684b7e5da5abae9f4fba2046622f4d4e73be625c61a1233a1b05d6f363,80850000000
217,0x8723b66a75f636b1189199d2c9fdd0bf32f0b0f6a7e73ff9770813de977a30e9,80000000000
218,0x297dc983ef539741c13acbd4c07a0624bbe8249b98558c84245ad67f78e568c4,79800000000
219,0xed524cfe57cbf497a5f4b5b6c9910063a752ec86eeea250ddeaf77acebb34f30,79800000000
220,0x101b5e2c7658d30f9412769525d4076682b291141fa7da00a6b0e5760e9ee188,79183650000
221,0xe2927ec27fb558de3ace2345bd578cb13b608cabde9f23940f87d4ee3ced1290,78750000000
222,0xe57c31c63ec575c08e13c2bb4a0f2f3d7e2760c5dcbf2e4d5e3c49acc6c154eb,77391184500
223,0xe6b2c0527b8c1c05ee4f4aada1c75bfd0fe3405404081b9d246ecefd0e3b0fe8,76650000000
224,0x09e8b1409c3fb9d454db2a28f1144410d280ad0dc3c8e67933e141b957509b06,76650000000
225,0xaa8dab048a07829bff9b8ee470f2e78d4851be016efb5f239e988bd275190585,75764850000
226,0xf04155f4da7aff62fdd3bc56ebbb2a9e8c45159840bb111c34f03b2fb4244c4e,74550000000
227,0x0f2dd20b4844974bdf50efa125826cb77c052cbf894dc3ee96eb9f5be130c97b,73500000000
228,0x93d6afe2a22d80d5e4a15cc8af8dee4aa48edbe6e0162b3343fbc7bcbc17ccbf,72292500000
229,0x0284d7662a60f758ea9e98a187520a726cf71469c3a5347ba3fdbee010e7f846,71263500000
230,0xae49d11ed0230f17a4656d8cae2b8b868b5fb0dedd1be7fd7caf0e9071260d50,71242500000
231,0x2b4530c2f633c29d6f90227137941dd0120f4b1c9143a153197bdf86e965abd2,70350000000
232,0x647ee714923a73f6cebfd7daa5374dc6b71499d86af60a67ac2f49fb19fcaed6,70350000000
233,0x1307e68de60f7256431a151dcaea3b9d901a2f8d680e3e8a861048dfd36cd027,69825000000
234,0xad3b8fe379139a5f7b64126c3d7de42760a3a78342d123fc936fd8e92e897357,69720000000
235,0x9d185c615c929601a161ceaf7e00329d3679d45f85b434ebb74009e751fea4ff,69667500000
236,0x3a23de239fbd7d303ce2b14373dd734e6628f9b83e4daa4260e8cfcb2c2c12fb,69520500000
237,0xaa50b511e7f71271b4278beacb080c413e8a600a6f3adef4a86141ca16ec8f69,67588500000
238,0xacfc8ce415e87705f0b5f7be30f1d80b84d44d0501f76817d5600933c9a5b106,67347000000
239,0x907d5a5478703d6b8d434c9a716a8f18f1651e53262b2ed011040fd673abb458,67273500000
240,0x71349518c6d8cdf40680888e1f02d564d8b9d2c6c3263ae468bf3ffeaaebd106,67200000000
241,0xcaf702a0104b6ea81151c25422eb6bce9ac90cb603bfe742917a5080365054ab,67200000000
242,0xb46094ecf0cbcba739d3e3eeb857a5794e188722a9327a97cabf3d96ed491e8c,66780000000
243,0x88b1c4947d9505e874f63b6a3cef0843e9ddaf096380cfc65802dba0661501d1,66160500000
244,0x6e642dbeb8e6842504c6e7a08eeef4d9fd528929c345de5c41355edce232692b,66160500000
245,0x1d806227151f986a4c6c13fba9e69000e36962be727777e42cc54f849a8e0ee2,66150000000
246,0x15b90a848881d7586ae9671983f61c3071d3407999088c5494958ab171313b7c,65341500000
247,0x29a701cc13c61fbee1fd1b4212cadf09620de6eaecfbf00321d10affb4f6efbd,65100000000
248,0xdfa710b9cd93d6874377ad834da7bd4887f4d3d62317a85a08cade8236dfae6a,63840000000
249,0x54d25f792a99a2f1a46efed99200ae4f378a1b3dc59fbe4dab57266a82d21b22,63000000000
250,0x4c5a3ea6966683b7cc9fc88093c081f947a4848a46d1e551e0efbb37e120d855,62947500000
251,0x05e060703036516dc6b0e50a8ce3c0f3d4db8d08c271c810db13dcf0afa9b592,62328000000
252,0x5cedb3de7c3f0723611d68d087eb0a90b1903c36de7f352fbdf59319cc7125ad,62149500000
253,0x77438177a76425df6b480a234b7861826af8cf873aa09797af54d1a4ae545cc5,61950000000
254,0x4cf6479b824a0d29224a22ea02c5ee63e0388a918c812fa41ec33c6886e082e7,61740000000
255,0xf3903f5f0ff817ffcd062c047ec5e1809eb20881ee57b414570a5cd55f750797,61120500000
256,0xf2ab25f8c85eb8d01b26f9875fc945274b162b7cc3db9d2dcc8adfa0351b3cf1,61110000000
257,0x06e1f04a1a4ce6bf96d73e655072588fef22f904329090cb7f316da7a8f4df4d,60952500000
258,0x478647a73bcf90b1f3a4e2123b370f8a6946793c371cdd183ea6e7b2641ccccb,60900000000
259,0x6519c59d9740b633df767485234cd9381977f772c56931de57da8fde6254564d,60900000000
260,0x5cdd01ab3e7f6724abb20da1c8a014af4e75e6be53d499980364698b7643d88e,60627000000
261,0xe12951e5ea241c5cc292dbbb1d4d641a367b034538f34d471494f3ab775373c8,60280500000
262,0x0eb9fa14d8a70d125771d152047692cbbd86b8577d24308559afb2d2ab91d6ea,60000000000
263,0xcaa75a9c54fda7ab5c988cf872199bf09b1de654e156925beee9a1f00c0eba19,59850000000
264,0x6a3a51af69f5ab057db491158e9ec5e8e8e90d63d91740c3c70f4866178af7ff,59850000000
265,0xac4a4cb5af95a3c251f3c0262777ec694504ca8d3bed8e6f9360c7fb85a4fb88,58800000000
266,0xcd8ce0e3a4291132f1d57494b5f86021212a7def4585ee7db96ff94d106ec307,58800000000
267,0x67b9c171d3239dc300f154148e0ef889bb90321d294e5cc3d7026696b3e4e537,58590000000
268,0xc65bd6ee64276f8806a1eb77775f1df37d2d17364c34f8326d8a284efffc22c9,58275000000
269,0x483df0ce15a26379d7835314094bf9fc9d752924e34f8edffdace2be47eddc4a,58000000000
